,Date,Heures,Consommation,Fioul,Charbon,Gaz,nucleaire,Eolien,Solaire,Hydraulique,Pompage,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Autres,Gaz - TAC,Gaz - CCG,Gaz - Autres,Hydraulique - Lacs,Hydraulique - STEP turbinage, Stockage batterie,Eolien terrestre,Eolien offshore
France,2022-01-03,08:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,08:30,63883,105,8,3488,43651,9323,10,9243,-39,-2985,29,1000,-3600,-3150,-3200,6076,0,20,110,807,1488,1555,1818,0,0,0
France,2022-01-03,08:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,09:00,64385,105,7,3616,43783,9269,168,9384,-49,-2959,29,1000,-3607,-3150,-3200,5875,0,20,110,926,1474,1599,1796,0,0,0
France,2022-01-03,09:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,09:30,64845,105,8,3609,43811,9173,592,9344,-13,-2863,29,1000,-3607,-3150,-3200,5875,0,20,110,895,1488,1616,1510,0,0,0
France,2022-01-03,09:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,10:00,64998,105,8,3522,43800,9218,1149,8982,-9,-2847,28,990,-3607,-3150,-3200,6131,0,20,110,815,1475,1608,1193,0,0,0
France,2022-01-03,10:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,10:30,65130,105,7,3563,43826,9326,1775,8442,-13,-2953,28,990,-3607,-3150,-3200,6131,0,20,110,866,1464,1521,1007,0,0,0
France,2022-01-03,10:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,11:00,64993,105,8,3337,43819,9485,2360,7951,-17,-3119,27,975,-3607,-3113,-3200,5062,0,20,116,630,1469,1292,698,0,0,0
France,2022-01-03,11:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,11:30,65192,114,9,3568,44021,9834,2797,7781,-13,-3979,28,975,-3607,-3113,-3200,5062,0,17,117,834,1496,1162,684,0,0,0
France,2022-01-03,11:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,12:00,65872,115,9,3488,44344,10018,3126,7969,-14,-4263,28,464,-3653,-2956,-3137,5583,0,16,116,735,1516,1138,823,0,0,0
France,2022-01-03,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,12:30,66286,115,8,3542,44522,9922,3315,8310,-14,-4523,27,464,-3653,-2956,-3137,5608,0,16,116,813,1496,1134,1142,0,0,0
France,2022-01-03,12:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,13:00,66366,114,8,3464,44496,9830,3470,8618,-13,-4724,27,-157,-3653,-3150,-3200,4007,0,19,116,711,1523,1115,1483,0,0,0
France,2022-01-03,13:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,13:30,65056,114,8,3484,44462,10004,3397,8874,-13,-6386,27,-157,-3653,-3150,-3200,4007,0,20,116,776,1486,1148,1697,0,0,0
France,2022-01-03,13:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,14:00,64061,114,9,3455,44482,10109,3163,8085,-49,-6410,27,-484,-3608,-3150,-3200,3497,0,20,116,776,1452,985,1184,0,0,0
France,2022-01-03,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,14:30,63089,114,9,3550,44610,10011,2868,8029,-51,-7152,28,-484,-3608,-3150,-3200,3497,0,20,116,844,1480,899,1329,0,0,0
France,2022-01-03,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,15:00,62042,114,8,3550,44656,9790,2399,8035,-49,-7577,28,-900,-3570,-3150,-3200,3288,0,20,116,817,1500,961,1291,0,0,0
France,2022-01-03,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,15:30,61383,114,5,3660,44676,9726,1830,7704,-49,-7409,29,-900,-3570,-3150,-3200,3037,0,20,117,876,1525,998,960,0,0,0
France,2022-01-03,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,16:00,61017,120,0,3816,44784,9345,1214,8155,-13,-7510,30,-850,-2285,-3150,-3200,2970,0,26,117,1044,1508,964,1457,0,0,0
France,2022-01-03,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,16:30,60695,115,0,3688,44659,8994,656,8125,-13,-6624,30,-850,-2285,-3150,-3200,2792,0,21,118,899,1521,1008,1359,0,0,0
France,2022-01-03,16:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,17:00,61181,114,0,3910,44791,8728,215,8727,-13,-6402,31,-1884,-2470,-2747,-3117,5851,0,20,118,1138,1501,1124,1656,0,0,0
France,2022-01-03,17:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,17:30,63230,114,0,3883,44825,8782,14,8816,-13,-4319,31,-1884,-2470,-2747,-3117,5904,0,20,117,1099,1512,1172,1454,0,0,0
France,2022-01-03,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,18:00,65262,115,0,4064,44881,8348,1,10646,-13,-3871,31,-1989,-1165,-3004,-3140,7489,0,20,117,1270,1522,1979,2370,0,0,0
France,2022-01-03,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,18:30,66614,114,11,3981,44829,7836,1,10723,-13,-1982,31,-1989,-1165,-3004,-3140,7489,0,20,118,1175,1535,2147,2000,0,0,0
France,2022-01-03,18:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,19:00,68248,115,6,4055,44913,7438,0,12434,-13,-1819,31,-1621,-1466,-2980,-3158,6388,0,20,117,1233,1546,2594,3026,0,0,0
France,2022-01-03,19:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,19:30,67407,115,0,4089,44934,7334,0,12687,-13,-2834,31,-1621,-1466,-2980,-3158,6388,0,20,118,1264,1550,2610,3277,0,0,0
France,2022-01-03,19:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,20:00,65690,114,0,3946,44891,7354,0,11549,-13,-3253,30,-1834,-3422,-3150,-3200,6876,0,20,118,1126,1547,2000,2888,0,0,0
France,2022-01-03,20:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,20:30,63482,114,0,3750,44835,7556,0,11077,-13,-4924,30,-1834,-3422,-3150,-3200,6876,0,20,118,938,1540,1812,2944,0,0,0
France,2022-01-03,20:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,21:00,61528,114,0,3350,44751,7586,0,9986,-54,-5290,28,-2009,-3294,-3150,-3200,5889,0,20,118,553,1522,1191,2687,0,0,0
France,2022-01-03,21:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,21:30,59724,114,0,3437,44788,7564,1,8865,-99,-6024,29,-2009,-3294,-3150,-3200,6028,0,20,118,637,1522,1083,1900,0,0,0
France,2022-01-03,21:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,22:00,58144,114,0,3284,44025,7583,1,7873,-67,-5765,29,-2014,-854,-3138,-3177,4369,0,20,118,486,1521,1004,1046,0,0,0
France,2022-01-03,22:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,22:30,58034,114,0,3278,44044,7671,1,7696,-556,-5320,29,-2014,-854,-3138,-3177,4943,0,20,118,476,1530,938,1022,0,0,0
France,2022-01-03,22:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,23:00,59579,114,0,3321,44259,7881,1,7887,-556,-4427,29,-1905,-546,-2995,-3200,5679,0,20,117,571,1523,954,959,0,0,0
France,2022-01-03,23:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-03,23:30,58683,114,0,3213,43920,7715,1,7399,-1041,-3741,29,-1905,-546,-2995,-3200,6019,0,20,117,463,1525,779,781,0,0,0
France,2022-01-03,23:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,00:00,58331,114,0,3173,43893,7691,1,7395,-1377,-3653,29,-1531,-705,-3205,-3190,6218,0,20,117,435,1514,825,673,0,0,0
France,2022-01-04,00:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,00:30,56813,114,0,2709,43977,7732,1,7026,-1963,-3890,27,-1531,-705,-3205,-3190,6218,0,20,117,0,1515,848,316,0,0,0
France,2022-01-04,00:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,01:00,54394,114,0,2614,42818,7808,1,6749,-2739,-4066,27,-1104,-127,-3171,-3200,3206,0,20,117,0,1422,859,166,0,0,0
France,2022-01-04,01:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,01:30,54204,114,0,2620,43046,7798,1,7061,-2929,-4614,27,-1104,-127,-3171,-3200,3206,0,20,118,0,1431,1106,199,0,0,0
France,2022-01-04,01:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,02:00,53822,114,0,2631,43029,7741,1,6989,-3072,-4707,28,-1140,-295,-3010,-3062,1454,0,20,118,0,1441,1289,9,0,0,0
France,2022-01-04,02:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,02:30,53229,114,0,2630,42867,7772,1,7081,-3033,-5297,28,-1140,-295,-3010,-3062,1412,0,20,117,0,1443,1393,9,0,0,0
France,2022-01-04,02:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,03:00,51730,113,0,2589,43037,7674,1,6640,-3523,-5896,28,-1213,-1007,-2503,-3114,-342,0,20,117,0,1404,989,9,0,0,0
France,2022-01-04,03:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,03:30,50888,114,0,2596,42871,7504,1,6768,-3534,-6531,28,-1213,-1007,-2503,-3114,-442,0,20,117,0,1418,1145,9,0,0,0
France,2022-01-04,03:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,04:00,49984,113,0,2594,43000,7375,1,6506,-3021,-7674,28,-1161,-1078,-2527,-3129,-201,0,20,117,0,1413,971,9,0,0,0
France,2022-01-04,04:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,04:30,49965,114,0,2685,43506,7393,1,6152,-3094,-7896,28,-1161,-1078,-2527,-3129,-695,0,20,117,73,1417,700,9,0,0,0
France,2022-01-04,04:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,05:00,50247,114,0,2842,44322,7275,1,6090,-2900,-8589,29,-466,638,-2833,-3111,-662,0,20,117,192,1452,695,9,0,0,0
France,2022-01-04,05:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,05:30,52007,114,0,3063,44262,7193,1,6348,-3430,-6627,30,-466,638,-2833,-3111,-1272,0,20,117,422,1445,783,104,0,0,0
France,2022-01-04,05:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,06:00,53610,114,3,3372,44460,7137,2,6576,-2040,-7090,31,-548,1987,-2903,-3003,-339,0,20,117,741,1419,922,153,0,0,0
France,2022-01-04,06:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,06:30,57058,114,3,4095,44273,7088,2,6791,-853,-5534,34,-548,1987,-2903,-3003,-1234,0,20,117,1380,1496,1002,98,0,0,0
France,2022-01-04,06:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,07:00,59833,114,0,4841,44630,6875,2,7771,-13,-5457,37,-751,2397,-2435,-3107,375,0,20,117,2021,1605,1277,556,0,0,0
France,2022-01-04,07:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,07:30,63069,116,0,5272,44692,6725,2,9090,-14,-3883,39,-751,2397,-2435,-3107,-240,0,20,117,2336,1681,1320,1635,0,0,0
France,2022-01-04,07:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,08:00,65069,116,0,6260,45032,6677,3,10068,-14,-4142,43,-1390,2296,-2607,-3007,638,0,22,117,3211,1810,1366,2576,0,0,0
France,2022-01-04,08:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,08:30,66148,119,0,6788,45018,6449,12,10786,-13,-4074,45,-1390,2296,-2607,-3010,541,0,25,116,3677,1861,1793,2874,0,0,0
France,2022-01-04,08:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,09:00,66306,115,0,6878,45192,6183,138,11018,-17,-4263,45,-924,2264,-2932,-3068,-119,0,20,116,3784,1850,1731,3134,0,0,0
France,2022-01-04,09:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,09:30,66550,115,0,6981,45331,6037,450,11176,-54,-4532,46,-924,2264,-2932,-3073,-219,0,20,116,3824,1891,2039,2735,0,0,0
France,2022-01-04,09:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,10:00,66807,115,0,7023,45447,5773,860,11321,-63,-4723,45,-1133,2154,-2703,-2881,-1084,0,20,115,3854,1886,2095,2829,0,0,0
France,2022-01-04,10:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,10:30,67037,118,0,7089,45672,5505,1260,11934,-13,-5572,45,-1133,2154,-2703,-2881,-1034,0,24,114,3893,1911,2434,3091,0,0,0
France,2022-01-04,10:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,11:00,67126,120,0,7084,45985,5252,1590,11789,-13,-5724,45,-1354,2290,-2616,-2792,-319,0,26,114,3909,1894,2308,2882,0,0,0
France,2022-01-04,11:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,11:30,67643,119,0,7108,46199,4966,1777,11136,-13,-4683,45,-1354,2290,-2616,-2791,-264,0,24,116,3893,1934,1728,2934,0,0,0
France,2022-01-04,11:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,12:00,68388,116,0,7056,46255,4984,1931,11164,-13,-4129,45,-1563,2590,-1335,-2833,388,0,20,115,3876,1895,1814,2786,0,0,0
France,2022-01-04,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,12:30,68783,115,0,7032,46255,4826,2075,10210,-13,-2765,46,-1563,2590,-1335,-2836,638,0,20,115,3816,1925,1672,2219,0,0,0
France,2022-01-04,12:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,13:00,68956,115,0,6832,46240,4627,2087,10506,-13,-2492,45,-1513,2590,-1178,-2603,205,0,20,115,3633,1905,2112,2045,0,0,0
France,2022-01-04,13:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,13:30,67581,116,0,6535,46231,4757,2129,9986,-13,-3212,43,-1513,2590,-1178,-2605,358,0,20,116,3345,1899,1913,1736,0,0,0
France,2022-01-04,13:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,14:00,66649,116,1,6348,46224,4905,2021,9460,-13,-3467,43,-1643,2590,-2048,-2767,1127,0,20,116,3161,1893,1689,1575,0,0,0
France,2022-01-04,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,14:30,65750,114,0,6365,46104,5061,1798,8463,-13,-3194,44,-1643,2590,-2048,-2767,1076,0,20,116,3185,1888,1438,915,0,0,0
France,2022-01-04,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,15:00,64787,114,0,6425,46088,5083,1491,7496,-13,-2957,45,-1580,2636,-2897,-2984,1299,0,20,116,3239,1882,1078,401,0,0,0
France,2022-01-04,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,15:30,64238,114,0,6738,46037,5442,1162,7822,-13,-4113,46,-1580,2636,-2897,-2984,1333,0,20,118,3530,1903,1123,734,0,0,0
France,2022-01-04,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,16:00,63957,114,1,6339,46061,5851,763,7573,-13,-3776,44,-1092,2636,-2688,-3199,1771,0,20,116,3140,1896,1209,385,0,0,0
France,2022-01-04,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,16:30,63736,114,0,6058,45932,6016,401,7748,-14,-3572,43,-1092,2636,-2688,-3199,1306,0,20,120,2882,1863,1244,499,0,0,0
France,2022-01-04,16:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,17:00,64170,114,84,6149,45925,6087,112,7805,-13,-3161,45,-2014,2590,-2878,-2374,3290,0,20,120,2944,1903,1262,544,0,0,0
France,2022-01-04,17:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,17:30,66037,115,199,6542,45958,6360,7,8324,-15,-2510,48,-2014,2590,-2878,-2374,3234,0,20,121,3320,1912,1488,590,0,0,0
France,2022-01-04,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,18:00,68009,115,208,6954,45946,7001,3,9231,-13,-2499,49,-2014,2428,-2888,-2877,4722,0,20,122,3712,1920,1682,1132,0,0,0
France,2022-01-04,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,18:30,69605,115,244,6747,45895,7635,2,9417,-13,-1488,48,-2014,2428,-2888,-2877,5135,0,20,122,3495,1930,1602,1294,0,0,0
France,2022-01-04,18:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,19:00,71046,114,297,6574,45828,8392,1,9832,-13,-1045,47,-1189,904,-2851,-3006,5426,0,20,122,3370,1880,1737,1418,0,0,0
France,2022-01-04,19:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,19:30,70486,114,372,5751,45848,8692,1,9887,-13,-1231,44,-1189,904,-2851,-3006,5690,0,20,123,2600,1828,1552,1767,0,0,0
France,2022-01-04,19:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,20:00,68710,114,405,5531,45247,9322,1,8061,-14,-1037,45,-2014,-1483,-2738,-2702,6932,0,20,124,2376,1832,1205,558,0,0,0
France,2022-01-04,20:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,20:30,66543,114,543,5220,45355,9363,1,7384,-14,-2504,46,-2014,-1483,-2738,-2702,7250,0,20,125,2040,1856,1301,131,0,0,0
France,2022-01-04,20:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,21:00,64697,114,541,4319,44941,9556,1,7185,-275,-2754,41,-2014,-1937,-2980,-2953,7740,0,20,125,1271,1722,1150,105,0,0,0
France,2022-01-04,21:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,21:30,63004,114,557,3637,45073,9326,1,6826,-1510,-2074,39,-2014,-1937,-2980,-2953,8043,0,20,125,854,1483,993,8,0,0,0
France,2022-01-04,21:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,22:00,61524,114,530,3334,44448,9588,1,6652,-2137,-2058,37,-1770,-425,-2982,-3200,7530,0,20,125,592,1439,887,8,0,0,0
France,2022-01-04,22:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,22:30,61646,115,534,2943,44582,10062,1,6487,-2620,-1520,35,-1770,-425,-2982,-3200,8213,0,20,125,271,1409,792,8,0,0,0
France,2022-01-04,22:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,23:00,63346,115,541,2946,44803,9878,1,6589,-2516,-73,35,-1101,199,-2818,-3200,7859,0,20,125,292,1393,828,8,0,0,0
France,2022-01-04,23:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-04,23:30,62460,115,524,2629,44787,9630,1,6449,-2880,148,34,-1101,199,-2818,-3200,8293,0,20,125,0,1398,787,8,0,0,0
France,2022-01-04,23:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,00:00,62184,116,506,2621,44172,9510,1,6576,-3080,703,34,-720,-245,-3179,-2893,6340,0,20,125,0,1389,756,8,0,0,0
France,2022-01-05,00:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,00:30,60778,116,369,2575,44525,9295,1,6861,-3204,-800,31,-720,-245,-3179,-2893,6341,0,20,125,0,1382,896,8,0,0,0
France,2022-01-05,00:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,01:00,58508,116,304,2561,43510,9182,1,6630,-3416,-1428,31,-843,-591,-2522,-2915,4682,0,20,121,0,1371,706,8,0,0,0
France,2022-01-05,01:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,01:30,58669,116,336,2561,44450,8554,1,6620,-3114,-1879,31,-843,-591,-2522,-2915,4693,0,20,121,0,1371,657,8,0,0,0
France,2022-01-05,01:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,02:00,58296,116,327,2572,44254,8049,1,6664,-3147,-1574,32,-1566,-399,-1994,-3032,4066,0,20,125,0,1377,751,8,0,0,0
France,2022-01-05,02:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,02:30,58168,116,331,2584,44408,7904,1,6761,-2506,-2459,31,-1566,-399,-1994,-3032,4148,0,20,125,0,1384,839,8,0,0,0
France,2022-01-05,02:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,03:00,56802,116,321,2579,44440,7691,1,6444,-2765,-3056,32,-1226,-345,-2449,-2977,3518,0,20,125,0,1379,547,8,0,0,0
France,2022-01-05,03:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,03:30,56200,116,329,2570,44718,7675,1,6394,-3211,-3426,32,-1226,-345,-2449,-2977,3646,0,20,125,0,1371,502,8,0,0,0
France,2022-01-05,03:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,04:00,55527,117,323,2566,44465,7691,1,6330,-3606,-3407,32,-717,-629,-2613,-2598,4264,0,20,125,0,1365,492,8,0,0,0
France,2022-01-05,04:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,04:30,55783,117,308,2570,44261,7534,1,6174,-3568,-2645,32,-717,-629,-2613,-2598,4264,0,20,126,0,1369,429,8,0,0,0
France,2022-01-05,04:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,05:00,56295,117,308,2589,44363,7297,1,6024,-3239,-2196,32,501,-805,-1958,-2945,4921,0,20,126,0,1393,364,8,0,0,0
France,2022-01-05,05:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,05:30,58223,117,327,2626,44643,7077,2,6113,-3188,-525,33,501,-805,-1958,-2945,4856,0,20,126,25,1383,396,8,0,0,0
France,2022-01-05,05:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,06:00,60258,117,336,2718,44851,6956,2,6583,-2379,51,32,226,2198,-3325,-2589,6129,0,20,126,97,1385,902,9,0,0,0
France,2022-01-05,06:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,06:30,63737,117,440,3008,44605,7054,2,7148,-2213,2550,35,226,2198,-3325,-2589,6129,0,20,127,350,1382,1118,250,0,0,0
France,2022-01-05,06:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,07:00,66445,117,559,3251,45239,6984,2,7640,-1272,2889,37,124,2498,-2696,-1499,6101,0,20,120,551,1423,1511,286,0,0,0
France,2022-01-05,07:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,07:30,69458,117,561,3878,45293,6957,2,8182,-526,3953,39,124,2498,-2696,-1499,6100,0,20,115,1189,1407,1523,663,0,0,0
France,2022-01-05,07:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,08:00,71883,117,565,4476,45691,6781,3,9007,-50,4257,41,362,2167,-3035,-1422,6367,0,20,114,1814,1383,1905,878,0,0,0
France,2022-01-05,08:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,08:30,73414,117,587,5239,45840,6474,11,9470,-14,4652,45,362,2167,-3035,-1422,6367,0,20,115,2557,1402,2179,973,0,0,0
France,2022-01-05,08:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,09:00,74285,118,586,5344,46095,6316,203,10287,-14,4313,45,-38,2913,-2693,-1310,5942,0,22,115,2679,1377,2139,1846,0,0,0
France,2022-01-05,09:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,09:30,74727,116,592,5281,46062,6097,807,10109,-13,4654,44,-38,2913,-2693,-1310,5942,0,20,116,2623,1370,2100,1570,0,0,0
France,2022-01-05,09:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,10:00,74838,344,591,5084,46107,5807,1662,9625,-46,4658,45,-1376,2913,-2743,-1053,6090,226,20,124,2457,1331,1901,1335,0,0,0
France,2022-01-05,10:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,10:30,74454,529,564,5148,46125,5449,2520,9764,-62,3407,47,-1376,2913,-2743,-1053,6090,410,21,124,2474,1376,1961,1400,0,0,0
France,2022-01-05,10:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,11:00,74183,529,563,5147,46084,5090,3379,9309,-18,3094,47,-1683,2913,-3237,-1884,6298,409,20,124,2502,1352,1958,1055,0,0,0
France,2022-01-05,11:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,11:30,74343,538,566,5349,46116,4932,3933,9731,-13,2185,47,-1683,2913,-3237,-1884,6298,418,20,124,2689,1368,2176,1252,0,0,0
France,2022-01-05,11:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,12:00,74778,530,565,5505,46043,5007,4386,9522,-14,2213,48,-1233,2960,-2517,-1662,5320,410,20,125,2810,1376,1898,1158,0,0,0
France,2022-01-05,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,12:30,74818,413,524,5441,46036,5168,4798,9529,-14,1905,45,-1233,2960,-2517,-1662,5320,294,20,125,2755,1364,1783,1163,0,0,0
France,2022-01-05,12:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,13:00,74632,412,507,5300,46194,5421,4877,9354,-14,1567,45,-1834,2960,-3159,-2541,5225,293,20,125,2615,1377,1723,958,0,0,0
France,2022-01-05,13:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,13:30,72658,257,531,5496,46276,5394,4766,8782,-14,149,44,-1834,2960,-3159,-2541,5225,136,22,125,2821,1358,1644,588,0,0,0
France,2022-01-05,13:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,14:00,71705,117,529,5489,46193,5322,4505,8505,-182,216,43,-1964,2227,-2934,-2735,5910,0,20,125,2795,1371,1414,554,0,0,0
France,2022-01-05,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,14:30,70839,117,542,5665,46218,5118,4141,7993,-181,206,45,-1964,2227,-2934,-2735,5910,0,20,124,2984,1378,1246,402,0,0,0
France,2022-01-05,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,15:00,69718,117,534,5751,46187,5096,3340,7915,-180,-71,46,-2014,2123,-3197,-3200,5840,0,20,124,2977,1474,1230,453,0,0,0
France,2022-01-05,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,15:30,69198,115,548,6209,46249,4795,2588,7963,-180,-107,50,-2014,2123,-3197,-3200,5840,0,20,124,3261,1630,1261,493,0,0,0
France,2022-01-05,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-01-05,16:00,68936,116,561,6414,46275,4441,1784,8466,-14,-117,51,-2014,2253,-2842,-2867,6493,0,20,125,3463,1636,1430,799,0,0,0
